model,manufacturer
PTH073G35DXXXXAA,Amana
PTH123G35A,Amana
751562,Kenmore
UE10A33B,Friedrich
EZ09A2HQC1A14AT,Islandaire
SCEA09K25SU10,Applied Comfort Products
SCEA09K25IU10,Applied Comfort Products
ECO012-1VTC,FHP
52CQC209331AA,Carrier
VPHP17D51DAEC08,Retroaire
FAH106R2T1,Frigidaire
WAH086H1T1,White Westinghouse
WAH106H1T1,White Westinghouse
FAH126J2T1,Frigidaire
FAH086H1T1,Frigidaire
URC-6F,Hoshizaki
52CQC212331RC,Carrier
52SQC212301RC,Carrier
52PQA212301RC,Carrier
AZ75H18DACM1,General Electric
EZ12E216F8L1CYX,Islandaire
EZ12E216F8A1CXY,Islandaire
AZ75H12DACM1,General Electric
CAF160C124-D14AS,Comitale National Inc
52CQB212301RC,Carrier
52CQA212301RC,Carrier
AZ32H09D2BM1,General Electric
52BQA309301EM,Carrier
US12C10,Friedrich
PTHP098,McQuay
CA160C124-D14A2,Comitale National Inc
CAF160C124-D14AZ,Comitale National Inc
AZ61H09DADW1,General Electric
WCC030F100BB,American Standard
CAF160C124-B10AZ,Comitale National Inc
CPG3064-A,National Comfort Products
AZ45E12DAB,General Electric
52SQC512301RC,Carrier
PBH093G35CB,Amana
52CEB309431AA,Carrier
52SED307401AA,Carrier
CA160C124-D14AZ,Comitale National Inc
AZ39H09DAB,General Electric
52SQD307301RC,Carrier
VTH243E05AB,Amana
EZ12E241A1K14AA,Islandaire
FAH085P1T1,Friedrich
CAF160C124-D10AS,Comitale National Inc
EZ12E2EDF6A10YB,Islandaire
CRS0C124-D10AS,Comitale National Inc
EZ12EXEDF6A1CRV,Islandaire
CRS0C124-D14AZ,Comitale National Inc
EZ12EXEDF6S1CRV,Islandaire
PTHA-1201-GK,Trane
PTHB-0901-GC,Trane
EZ12E2EDF8A10YB,Islandaire
US12D10C,Friedrich
AZ45E15DAB,General Electric
10X2M0,Amana
PTC053A25AC,Amana
VPHP17D51DAECOB,Retroaire
40BNE018-301,Carrier
AZ65H09DAB,General Electric
PTH123425AC,Amana
AZ65H12DAB,General Electric
AZ45E09DAB,General Electric
52SQA312301AA,Carrier
ABU24RULX,Fujitsu
EZ12A7EDD1A44AT,Islandaire
LP126CD3B,LG
PTC12335E,Amana
PTC09335G,Amana
LP090CSD-Y8,LG
DRYC093B25CMAB,Amana
AZ032H09D2BM1,General Electric
PTC153A35AC,Amana
PTC093B25CMBP,Amana
AZ2H09D2BM1,General Electric
PTH123G35AXX,Amana
AZ31H12D3C,General Electric
LT1033HNR,LG
VPHP1203LBABA0B,Retroaire
AZ41E12DAP,General Electric
CCE15AECASSCFRS,ClimateMaster
TCH048AFC30CLSS,ClimateMaster
669735300,McQuay
PTH,Amana
AJEQ09DCFL1,General Electric
PDH12K3SB-R,Friedrich
PTC123G25AXXXBA,Amana
0-C9736,Direct Supply Mfg.
LT1236HNR,LG
P1259927R,Amana
PTC073G35AXXXA,Amana
PTH23C35AMBP,Amana
DEF-090A,McQuay
MQR15EG3SSM1F,McQuay
AZ25E09D5CM1,General Electric
52SQD307301AA,Carrier
VEA18K50RTH-3,Friedrich
CTPIOC094-D10AS,Comitale National Inc
WS15D30-A,Friedrich
Ptc073g25axxxab,Amana
PTC123A25AC,Amana
PTH123C35AMCA,Amana
VEA12K34RTH-3,Friedrich
PDH15K5SG,Friedrich
vphp24d5aec0c,Retroaire
52CEC209451CP,Carrier
PTC094G25AXXXAA,Amana
FFPA0822R1,Frigidaire
52CEC209441CP,Carrier
PTC094G25AXXXAB,Amana
52CEB209431CP,Carrier
EZ15A2GSR1S44AA,Islandaire
VPHP24D5IDAEC0C,Retroaire
2477816,Garrison
AZ65H12EAC,General Electric
FFTA1233S1,Frigidaire
PTC153A35AD,Amana
E209ABEDC1A44AT,Islandaire
52FEA312321EC,Carrier
LP150CED-Y8,LG
LP150CED,LG
PTH153A35AC,Amana
PDH12K35B-A,Friedrich
SL36N30B,Friedrich
HTWR10XC6,Haier
PTH123G25AXXXCA,Amana
EZ4212B2C1S4AA,Islandaire
CK30-1A,Janitrol
AZ65H09EAC,General Electric
AZ45E12EAC,General Electric
AZ32H07D2DM2,General Electric
MSG24CWN1N,Goodman
AZ28E09DACM1,General Electric
AEL10APH1,General Electric
AH123E35AXAA,Amana
//////,Amana
EZ15B8LRA1T14AA,Islandaire
AZ32H07D2BM2,General Electric
VEA24K75RTH3,Friedrich
PTP12G2 AMBCC3SD,Amana
SA7426,Amana
PTHP09B265,McQuay
52MQBU09301AA,Carrier
AZ22E07D3BM1,General Electric
AZ35H07D2BM1,General Electric
AZ45E07DAB,General Electric
PTH153E35AXXXAA,Goodman
PTH093E35A,Goodman
US12D30C,Friedrich
AZ65H15DAB,General Electric
PTC154G35AXXXBA,Amana
FFRE0533Q1,Electrolux/Sanitaire.Eureka
12SPXR4-HP-A,First Co.
PTAC12B265,McQuay
VPHP15D33BABA0B,Retroaire
VTH123E03AA,Amana
EZ12B2CSC1S14AA,Islandaire
PZH07K3SA,Friedrich
US10D30C,Friedrich
AJCQ10ACG,General Electric
LW1012ER,LG
13SPXR8,First Co.
VPHP15B33BABA0B,Retroaire
2477814,Garrison
PDE12K3SD-B,Friedrich
PDE12K3SE-A,Friedrich
AJCQ08ACG,General Electric
A2B368DEALR1,General Electric
604TAYV00674,Friedrich
MPN1-095CR-BB6,Everstar
HWF05XCL-T,Haier
AEL08LQQ2,General Electric
HBLG5000,Hampton Bay
HBLG5004,Hampton Bay
PTHE1201UABA,Trane
AGR05LAG1,General Electric
US12D30,Friedrich
AZ38H07DABM2,General Electric
52CE-512---3,Carrier
PH15K5SB-3,Friedrich
52SQE309301AA,Carrier
ZW5010Y0,Zenith
PT093E25AXXXAC,Goodman
52SQB514301AA,Carrier
PBE093E35CB,Amana
AZ28A09EABM2,General Electric
C07A10B,Nesbitt
AZ65H07DAB,General Electric
52BQA514301AA,Carrier
AZ32H12D5BM2,General Electric
AZ41E12DACW2,General Electric
A3B588DCALQ1,General Electric
ASU7RLF1,Fujitsu
EZ09EDEDC1A1SZZ,Islandaire
VPHP30D51BABS0A,Retroaire
WPCD0131D20R02000,Trane
AZ65H15EAC,General Electric
EZ15A9CMIAA14AA,Islandaire
LW7013HR,LG
25370187000,Sears
AZ32H12D5CM2,General Electric
PBE093A35MA,Amana
AJCQ10DCG,General Electric
AZ45E15EAC,General Electric
AZ38H07EAB,General Electric
az45e12eacw2,General Electric
AZ38H12DADM1,General Electric
AZ38H12DADM2,General Electric
US08D10C,Friedrich
EZ09A7NEG6S70AA,Islandaire
AZ25E09E3BM1,General Electric
52CQB315401AA,Carrier
AZ29E12EABM1,General Electric
AZ41E12EACW3,General Electric
AZ29E12DAPM1,General Electric
pth123b35ampb,Amana
PTH123A35A,Amana
AZ41E12EABW1,General Electric
PTC153G0AXXXAA,Amana
AZ21E09E3CV3,General Electric
AZ41E09EABW1,General Electric
pth093g35xxxab,Amana
PTC093A25AC,Amana
PTH093B25AC,Amana
AJCQ10DCGL1,General Electric
AE123E35A,Amana
PTH12325ER,Amana
PTH123,Amana
PTH113A25AA,Amana
az41e12eapw1,General Electric
PTH132B35AB,Amana
PTEB12010F,Trane
PTC093G35A,Amana
PTC153G35A,Amana
PTC093D35AR,Amana
PTH09335J,Amana
PTC153G50A,Amana
PTED1201GAA,Trane
AZ41E12DAPW1,General Electric
PTC124E35A,Amana
PTC124E35AXXX,Amana
LP150HEDY8,LG
2028217A0012,Direct Supply Mfg.
ZDLADCWY07321,American Air Filter - AAF
VEA18K50RTL,Friedrich
LRA067AT7,Frigidaire
PTHC1501JBC,Trane
AZ45E09EAC,General Electric
2M09AAGMEN,McQuay
PZE09K3SA-A,Friedrich
18SPXR8,First Co.
AZ65H09DAD,General Electric
EZ12A2EDF6N10XA,Islandaire
MQR15EG5SM1F,McQuay
EZ2612A5A1S45AA (8323015),Islandaire
AZ45E12DABW2,General Electric
AZ45E12DAW2,General Electric
CTPH094-D10FG,Comitale National Inc
CTPHC094-D10AS,Comitale National Inc
AZ28E12DAPM1,General Electric
A232H09D2BM2,General Electric
FAA053M7A1,Frigidaire
PTH073E25DXXXAB,Amana
WE15D33A,Friedrich
WHP12D320AA00C,EMI
AZ55H09DABM1,General Electric
ctpioc094-d10rs,Comitale National Inc
AJCQ10ACGLI,General Electric
AJCQ12DCGL1,General Electric
0-C9743,Direct Supply Mfg.
PTH15300A,Amana
AZ55H12DABM1,General Electric
PTH093E35AXXAB,Amana
PTH09300B,Amana
AZ51H09DBCV1,General Electric
PTH09335B,Amana
PTH073G35DXXXAA,Goodman
EZ12A2CSC1A14AA,Islandaire
AZ45E12DABW1,General Electric
AHL05LSQ1,General Electric
PTH154E35AXXXAC,Amana
PTH154G35AXXXAA,Amana
PTH154E35AXXXAA,Amana
PTH154B35AE,Amana
WG6000R,GoldStar
253.86052,Kenmore
AH123E35AX,Amana
AZ65H12EACW2,General Electric
AZ45E15DABW1,General Electric
52MQ-U09---3,Carrier
AZ45E09DAP,General Electric
EZDR09A3C1S45AA,Islandaire
AZ61H15DABN2,General Electric
WS12D10,Friedrich
AEL10ASH1,General Electric
AZ65H12DABW2,General Electric
PTA0761AMBPP39A,ClimateMaster
AZ45E15DABW2,General Electric
PTH09335FR,Amana
PTH07335ER,Amana
PTC123A35AM,Amana
AZ41E15DABM2,General Electric
VEA18K505TH-3,Friedrich
PTH0933CR,Amana
AZ65H12DAC,General Electric
18SPXA5-HP,First Co.
LP153HD,LG
VPHP17DDAECOB,Retroaire
PZE09R3SA,Friedrich
PVFY-P24NAMU-E,Mitsubishi
PVFY-P18NAMU-E,Mitsubishi
PVFY-P36NAMU-E,Mitsubishi
PVFY-P48NAMU-E,Mitsubishi
PVFY-P12NAMU-E,Mitsubishi
PVFY-P54NAMU-E,Mitsubishi
UQ18A2QC,Samsung
AZ65H09DABW2,General Electric
AZ61H09EADW2,General Electric
EZ2612A2C1S45AA,Islandaire
PTC153E50AXXAA,Amana
PTC123E50DXXAC,Amana
RGS180HFCA0AAAA,ICP
LP073CD2B,LG
AZ31H09E4CV3,General Electric
AZ65H09EAD,General Electric
AZ31H15E4CV5,General Electric
VHA18K34RTL,Friedrich
0-E7824,Direct Supply Mfg.
0-E7823,Direct Supply Mfg.
PTH093A25AL,Amana
0-E7828,Direct Supply Mfg.
AZ65H12DABW1,General Electric
565BJ018,Carrier
0-E7827,Direct Supply Mfg.
PDE12K3SG-A,Friedrich
18SPXA2-HP,First Co.
EZ12A2NEC1S14AA (FLAT TOP),Islandaire
AVPTC60D14A0,Goodman
LSN335HV,LG
P.DHP.1.012.E.M.R.EYAY.MY.BNUY.DFYYY.LY.YYY.YYYY.YYYY.A.A,McQuay
PTH153G35AXXXCB,Amana
PH14NBO36-B,Payne
VTC183E06AA,Amana
VTC243E06AA,Amana
VTH123E05AA,Amana
EZ09A7HQC1A14AB,Islandaire
KMH0922,Sanyo
AZ35H12D3B,General Electric
LSN186HE,LG
RAK520P,General Electric
P.MES.1.012.E.Z.40.2.12.AR.14.C.1.A.1,McQuay
51QFA315301,Carrier
AH123A35MC,Amana
40MVC012-3,Carrier
0-E7832,Direct Supply Mfg.
RN-015-8-0-EB0A-14A,AAON
52SED209311RC,Carrier
SCEA09K34I7A11,Applied Comfort Products
PTAC1200,Islandaire
12UGONOB1DOOOOA,ClimateMaster
PTH0373G35AXXXAA,Amana
PTED330BEBNOB1,Trane
AZ55H12EABM1,General Electric
EZRM09A2C1S10AA,Islandaire
PTH123D50JRDA,Amana
ASU24RLF,Fujitsu
LSN121HSV,LG
Unknown,Lennox
Unknown,Tempstar
ETAC-12HC230V20A-A,Gree
PTAC-GAE12AB-D,Gree
AZ45E09DABW2,General Electric
VTH183E05AA,Amana
PKA-A36KA6,Mitsubishi
PTC093A25AA,Amana
PTH093A25AE,Amana
PTH095A25AA,Amana
PTH093A25AJ,Amana
PTH092A25AA,Amana
PTC093B25AA,Amana
CS-KE30NKU,Panasonic
PTC124A35AB,Amana
ASU15RLS2,Fujitsu
EZ15BLRA1T44AB,Islandaire
40MVC012-1,Carrier
PTC074A35AA,Amana
B-DMC24SB-1,Heat Controller Inc
MSY-D36NA,Mitsubishi
ASU36RLXB,Fujitsu
AZ45E12DAM,General Electric
PTH153B25AJ,Amana
YCB120C3M0AC,Trane
AZ4512DABW1,General Electric
804019GUSFLSNON,Friedrich
804009GUSFLSC0A,ClimateMaster
804009GUSFRSCOA,ClimateMaster
804009GUSFLSCOA,ClimateMaster
PTH073E25A,Amana
52ME-U07---3,Carrier
PTH073G25AXXXCA,Amana
0-C9743,Friedrich
AJEQ06LCF,General Electric
PTH09435AXXAC,Amana
EZ12A2458S14AA,Islandaire
DL3-0712,Suburban
PTH073G25DXXXAA,Amana
PTH093G25VXXXAB,Amana
0-E7829,Direct Supply Mfg.
0-E7837,Direct Supply Mfg.
1200,Zoneaire
VPHP1751DAECOB,Retroaire
PTH153G50AXXXCB,Amana
52ME-U09---4,Carrier
AZ31H09D3DV6,General Electric
RAK515P,General Electric
EZ4209A2C1S44AA-D,Islandaire
PDH07R3SD,Friedrich
PDE07R3SE,Friedrich
EZ4209A7C1S45AA,Islandaire
unknown,Larkin/Heatcraft
PTH153G25AXXXCB,Amana
AZ3H09D2BM2,General Electric
52MQ-U12---3,Carrier
52PEA312331AA,Carrier
AZ38H09EABM1,General Electric
PTC124G50QXXX,Amana
AZ45E09DAM,General Electric
52CE-207---4,Carrier
PTC123E50BXXXAC,Amana
PTEB0701EA,Trane
PTED0701GCA,Trane
PTEE0701UAB,Trane
AE183G35AX,Amana
PTEE0701ABA,Trane
AZ65H07DABW2,General Electric
0-E7836,Direct Supply Mfg.
EZ09A2KFA1K14AB,Islandaire
AZ61H09EACW1,General Electric
PTEB0701JA,Trane
AZH09DABW1,General Electric
PTEE0701EA,Trane
LP093HD3A,General Electric
52CQ-307---4,Carrier
AZ29E09DAC,General Electric
THB12R34STA,Friedrich
THB15R50STA,Friedrich
PTEB0901GA,Trane
PTEE0701UABA,General Electric
PTB0701EA,Trane
THB15R34STA,Friedrich
0-E7835,Direct Supply Mfg.
DL3-1622,Suburban
0-E7830,Direct Supply Mfg.
PTEF1201HAA,Trane
AZ21E12D3CV3,General Electric
AZ61HC7DABM1,General Electric
UE12D33C,Friedrich
PTH153G25AXXXCA,Amana
PDE09R3SD,Friedrich
MUZ-GE12NA2,Mitsubishi
52SEA207301AA,Carrier
EP08G11B,Friedrich
WE10D33,Friedrich
CMHL08D050B000A,Retroaire
CMHL08D010B000A,Retroaire
PTEC120AGAA,Trane
STW1233H1,Sanyo
CMHL12D010B000A,Retroaire
FRP12ETT3R,Frigidaire
LW7012HR,LG
EZ12E8KFC1S1RXY,Islandaire
NEO24HP230V1AO,Gree
81610-GSMDSCOQ,ClimateMaster
81620-GSMHSCOH,ClimateMaster
52CEC207331AA,Carrier
PTH073G35DXXXAA,Amana
PTC093AQ5AB,Amana
EZ12A9GSR1S44AD,Islandaire
Unknown,American Aire
PTC154D35ARDA,Amana
EZ4209B2C1S44AA,Islandaire
PBE123E35AXAA,Amana
UE08D11D,Friedrich
DMQC12K34S7A40,Applied Comfort Products
DMQB12K34S7A10,Applied Comfort Products
AZ52H12EABM1,General Electric
AZ52H12EADM1,General Electric
52MEBU09401AA,Carrier
LT1230HRY7,LG
FXAQ12PVJU,Daikin
52COE20735RC,Carrier
PTN093G36AXXXGA,Amana
52MQ-U07---3,Carrier
EZ09AFCSE1S14AA,Islandaire
EZ12H8CSD1S1AAY,Islandaire
EZ12A7CSB1S14AA,Islandaire
EZ09A7CSB1S14AA,Islandaire
EZ09A7CSE1S10AA,Islandaire
9000,Amana
E020430600500,McQuay
PTC153G25AXXXBA,Amana
HWC8R6009P24A1A,Armstrong Air
52SEE209301CP,Carrier
EZ09E216C1A1AJZ,Islandaire
DMA12K34SU02,Applied Comfort Products
DMQB12K34S2U10,Applied Comfort Products
CSMB12K34S7A10,Applied Comfort Products
CSMB12K34S2U10,Applied Comfort Products
DMQB12K34S7A50,Applied Comfort Products
52CQA309301AA,Carrier
516ANX018005,Payne
DZ12A2CSC1S14AB,Islandaire
PTC123350,Amana
LW1215HR,LG
///,LG
XHB123D,Carrier
PTH07325IR,Amana
LT1233HNR,LG
XHA123D,Carrier
PTH073B25AE,Amana
FRP15E2Y2R,Frigidaire
QSHE-1231QHC-123,Quietside
PTH93B25AMBP,Amana
STW0923H2,Sanyo
EZ09B2RMB1A10AT,Islandaire
EZ12A216F4A14A,Islandaire
FRP12ETT2R,Frigidaire
AZ31H09E3CV1,General Electric
52SQA209301AA,Carrier
PTAC-GAE15AB-D,Gree
EZ09E7CSC1SXXDM,Islandaire
830ANX012003AAAA,Bryant
EAO9A7CSC1S14AB,Islandaire
EZO9E7CSC1SXXDM,Islandaire
52SQC314301AA,Carrier
EZO9A2NEG6S74AA,Islandaire
PTC073B35AE,Amana
52ME-U12---3,Carrier
AZ58H12EADM1,General Electric
AZ35H07D3BM1,General Electric
52CEB515331AA,Carrier
AZ31H09D5DV4,General Electric
US10D10C,Friedrich
AJCQ12DCG,General Electric
VPHP17DB1DAEC08,Retroaire
EZ15E2RMF4A1JYZ,Islandaire
LT1216CER,LG
PTEC0901OBA,Amana
PTEC0701OBA,Amana
PTEC12010BA,Trane
PTEC09010BA,Amana
PTH0G35AXXXAB,Amana
PTAC-GAA12AB-D,Gree
PTC073B00AM,Amana
2498551,Garrison
PBE093B35MB,Amana
HA120C00A2AAA1A,Trane
JEW3072DH1WW,General Electric
EZ4215B9B1S45AA,Islandaire
TRC09BGCAMSCFRS,ClimateMaster
GWHD6507R,GoldStar
THC120F3R0A0DB0B0A0A0B00000I0E0000000000,Trane
DRYC093B35AM,Amana
DRYC123B35AMAA,Amana
AE093B35MB,Amana
AE183E35AXAA,Amana
PDE12K3SB-D,Friedrich
AH183G35AX,Goodman
DRYC093B25AMAA,Amana
AEY18F7G-A,Fedders
DRYC123B25AMAB,Amana
EA705A,Singer
AH183E35AXAA,Goodman
LSN180HEV1,LG
UW60PVQ50001,Unimac
LP073HD3B,LG
PTC153G35AXXXBA,Goodman
PTH153G35AXXXCA,Goodman
LP121HEM,LG
0-E7822,Direct Supply Mfg.
PTHD1201GBA,Trane
AQB12JJWC,Samsung
PBE123E35CB,Amana
PH07K3SA-1,Friedrich
LW6013ER,LG
PTH153G35AXXXAA,Goodman
3500,General Electric
WE16B33A-B,Friedrich
3000,General Electric
PBE123G35CB,Amana
AZ35H12D3CM1,General Electric
PDE09K35E-A,Friedrich
////,LG
WS12D10A,Friedrich
LW8016ERY7,LG
CPG41238-CT,National Comfort Products
PTH039A35AB,Amana
PTH154G35AXXXCB,Amana
LT1237HNR,LG
PTC153G25AXXXBA,Goodman
CPG41238-DP,National Comfort Products
MO44311LOO,Lanco
MSY-D36NA-8,Mitsubishi
RMLB-A120CL000,Rheem/Ruud
50ES-A60-50,Carrier
LW1015ER,LG
0-E7833,Direct Supply Mfg.
PTH153G35AXXXAC,Goodman
2498548,Garrison
AZ35H12D3BM2,General Electric
52ME-U15---4,Carrier
P08S,Friedrich
0-E7825,Direct Supply Mfg.
DRYC123B25AMAA,Amana
YSK120-6M,Wallmaster
UE10D33B,Friedrich
24-98549,Garrison
EZ12A216F6A10YB,Islandaire
EZ12A2EDF6A10YB,Islandaire
PTC073G25AXXXBA,Amana
VHA18K50RTN,Friedrich
UE10D33D,Friedrich
CPG41851-DP,National Comfort Products
PTH154G50AXXX,Amana
52SED312301AA,Carrier
B-SVH24SA-1,Comfort Aire
A2B369DAALR1,General Electric
PTC123G00HXXX,Amana
PTC073G00AXXX,Amana
AH183A35AA,Goodman
EP24G33,Friedrich
AZC709DBV1,General Electric
AZC109DBV1,General Electric
AE183E35AXXA,Goodman
PTH153G35AXXAA,Goodman
AZC212DBV2,General Electric
PTC124B35AM,Amana
AJCS12DCC,General Electric
PBC092B00MB,Amana
PBC092E00AX,Amana
PBC123E00A,Amana
PBC123E00BX,Amana
PBC092E00BX,Amana
VPHP12031KABL0B,Retroaire
EZ4212A3E1S44AA,Islandaire
EZ4212A3E1S45AA,Islandaire
AZ26E09DACV3,General Electric
PTC123G36AXXXAB,Amana
PTC093G35XXXXAB,Amana
PTC153B25AM,Amana
PTC123B35AI,Amana
PTC123B25AE,Amana
52SE,Carrier
THC120A3EHA001G,Trane
EZ12EB16C1C14AT,Islandaire
PTH073G35RXXXCA,Amana
LT1216CERY7,LG
52MQ-U09---4,Carrier
EZ12AB16B1C10AA,Islandaire
THC09K34STC,Friedrich
PTHP07B208,McQuay
PTC173G35AXXXBB,Amana
////,Friedrich
EZ12A2458S144AA,Islandaire
PTH073B35AE,Amana
PTC153G50ARDA,Amana
VTC243E06AB,Amana
EZ12A3EDE1A14AT,Islandaire
EZ12C2JAC1A14AT,Islandaire
EZ12A2CMC1A14AT,Islandaire
EZ15A2CMC1C14AA,Islandaire
AZ35H12E4BM1,General Electric
LP090HEDY8,LG
0-E7826,Direct Supply Mfg.
PTC12335J,Amana
PTC15335J,Amana
PTH123G35VXXXAA,Amana
AZ21E12D3CV6,General Electric
PTC123A35CA,Amana
PTC03G35AXXXBA,Amana
AZ25E09D3PM1,General Electric
52SED309311AA,Carrier
PTC123C25AMBP,Amana
PTH123A25CC,Amana
EZ12E2CMF4A1JUZ,Islandaire
FRP77PTT2R,Frigidaire
EZ09A2EDF7C10XB,Islandaire
MWDUP-09AEN1-MK3-CB,Direct Supply Mfg.
PTHP07B208KXCA,Amana
CHP12D011AA0A0A,EMI
EZ12H88SA1AA1IXY,Islandaire
V160-34UASFBCOA,ClimateMaster
065Y07273A000,York
LP153CD3B,LG
AZ25E12D5BM1,General Electric
YSC606E3RVA180000000,Trane
FFRP152LT3,Frigidaire
VHA09K50RTM-A,Friedrich
VHA12K50RTL-D,Friedrich
PTH074E25AXXXAC,Amana
LT1036CER,ALMO
PBH113E35BXAA,Amana
AJEQ12DCFL2,General Electric
PTC153G50AXXXCA,Amana
PTC124E25A,Amana
PTC124C25AM,Amana
PTC124E25AXXX,Amana
AZ39H12EAB,General Electric
AJEQ08ACFL2,General Electric
AZ29E12DACM1,General Electric
PTH074E25AXXXAB,Goodman
PTC093G25AXXXBA,Amana
G15-10ESCVWAC,Gree
PTH12335G,Amana
AJEQ09DCFL2,General Electric
52PEA307301AA,Carrier
DLII-09125,Amana
EZ09A216F8N10AB,Islandaire
PTCGAXXXBA,Amana
PE12K2SA-1,Friedrich
52ME-U09---3,Carrier
PTC093G50AXXXBA,Amana
AVPTC24B14AC,Goodman
26HWC123A-1C,Magic Pak
50PCH024ZCC3ACC1,Carrier
50PCH030ZCC3ACC1,Carrier
50PCH018ZCC3ACC1,Carrier
ACM122XR0,Whirlpool
R5204,GoldStar
M3X05F2EA,Maytag
LWHD1006RY6,LG
LT1036HNR,LG
FFRP122LT3,Frigidaire
VTH243B03AA,Amana
50PCH012ZCC3ACC1,Carrier
50PCH0132ZCC3ACC1,Carrier
50PCV060LCCACC1,Carrier
50PCV070LCC6ACC1,Carrier
50PCV030LCC3ACC1,Carrier
50PCV048LCC6ACC1,Carrier
50PCV042LCC6ACC1,Carrier
PTC123D25ARDR,Amana
AZ29E09EAB,General Electric
PTH094B25AM,Amana
52MQ-U15---3,Carrier
18SPU,First Co.
12SPU,First Co.
36MGE4-10-181P-1A,Magic Pak
36MGE4-10-241P-1A,Magic Pak
AJHS10DCBM1,General Electric
AZ45E07DABW2,General Electric
48MGE10B30A-1A,Lennox
36MGE10B18A-2A,Lennox
AZ31H09E3DV3,General Electric
AZ61H12EABW3,General Electric
AZ51H12EADV1,General Electric
AZ32H12D3BM1,General Electric
FFRP092HT3,Frigidaire
T9FB2222502,Global Equipment
YSC12OA3ELA3D,Trane
52CQA209301AA,Carrier
AE093E35AXAA,Amana
E250,Samsung
9C3HEW,Amana
36MGE10B12NA-2A,Lennox
PDH12R3SG,Friedrich
VHA09K34RTM-A,Friedrich
VHA09K34RTN-A,Friedrich
VHA12K50RTL,Friedrich
PTC123G35AXXVA,Goodman
PTC153G35AXXXCA,Amana
AJCS12DCM1,General Electric
AJCS12DCAM1,General Electric
52CQC309351AA,Carrier
AJCS10ACAM1,General Electric
BHAC0500FSI,Hampton Bay
NSF1245A789,Carrier
LSN180HE,LG
S11BRW,McQuay
RAK530P,General Electric
0-E7831,Direct Supply Mfg.
PTH123A35AJ,Amana
PTH123B35AC,Amana
PZE12K3SA-A,Friedrich
PZE12KK3SA-A,Friedrich
HVAC - PTAC,Unknown
AZ65H09EADW1,General Electric
AE123B35MB,Amana
52PE-309---4,Carrier
PTH073G35VXXXCA,Amana
PBC123B00MB,Amana
EZ421523E1S45AB,Islandaire
EZ421222C1S45AB,Islandaire
52SEE207401AA,Carrier
PTH154B25AM,Amana
36MGE4-09-121P,Magic Pak
AZ65H09EACW2,General Electric
AZ45E12DABW3,General Electric
AZ25E09D2PM1,General Electric
AZZ8E12DABM1,General Electric
AZZ8E15DABM1,General Electric
AZZ8315DABM1,General Electric
AZZ8E09DABMZ,General Electric
RKPN-A048Jk10E,Rheem/Ruud
AZ65H15DABW2,General Electric
PTA12G2,ClimateMaster
AZ28E09DAPM1,General Electric
52CQB312401AA,Carrier
THB09K34STA,Friedrich
PZE12K3SB,Friedrich
AZ65H15DACW2,General Electric
2498552,Garrison
PTC093G35AXXXDA,Amana
AZ61H15EABM2,General Electric
AZ65H15EACM2,General Electric
AZ61H07EABM1,General Electric
AZ41E12EACW1,General Electric
AZ61H09EABW1,General Electric
WPCE00913C20L020000000101100,Trane
WPCE00913C20R020000000101100,Trane
WPCE00613C20R020000000101100,Trane
WPCE00613C20R010000000101100,Trane
WPCE02073C20L020000000101100,Trane
AZ39H15DAB,General Electric
AZ29E12DAB,General Electric
LW8010ER,LG
AZ45E09DBM,General Electric
PTC153A35AA,Amana
48TCED08A2A5-0A0A0,Carrier
PTC153A50AA,Amana
LP150HED,LG
H3CG090A25A,York
H1DA036525A,York
URC-6E,Hoshizaki
N1DA060525A,York
38GF003430,Carrier
H1DA060525A,York
H1DA636525A,York
AGB348DCALR5,General Electric
VTH243E05AA,Amana
AGB348DCADR5,General Electric
PZH12K3SB,Friedrich
PTM153G35AXXXAA,Amana
AZ65H12DAD,General Electric
A2B648DEALYA,General Electric
AZ51H06DBCV1,General Electric
50PCH030ZCC3ACC8,Carrier
2546WCA,Marley
50PCH024ZCC3ACC8,Carrier
PTH12350J,Amana
EZ12B48SAXA14AA,Islandaire
PTH154B50AE,Amana
MWM020F-KFAD,McQuay
50PCH015ZCC3ACC8,Carrier
EZ12A3CSE1514AA,Islandaire
EZ2609A2C1S44AA,Islandaire
EZ12A3CSE1S14AA,Islandaire
PTH093G35AXXXDA,Amana
PTH093G35AXXXCB,Amana
AZ65H09DAC,General Electric
AJEM12DCF,General Electric
PDE09K3SE,Friedrich
PTC124C35AM,Amana
EZ4209H2C1S44AA,Islandaire
52PQA312331AA,Carrier
PTH063G35AXXXAB,Amana
PTH093G35AXXXAC,Amana
PTC073D25AR,Amana
PTH093835AE,Amana
PTC153B25AJ,Amana
AZ55H15EADM1,General Electric
PTH073A25AA,Amana
Office Pro 12,MovinCool
PTH173G35AXXXCA,Amana
AE093E35A,Amana
PTC123G50AXXXDA,Amana
52CEB515351AA,Carrier
PZH09K3SB,Friedrich
PTC153D35AR,Amana
PTC153A50AC,Amana
PTC153A50AB,Amana
PTH153B50AE,Amana
PTC154A50AA,Amana
PTC154A50AC,Amana
PTC154A50AD,Amana
PTC154A50AB,Amana
PTC15450J,Amana
PTC15450B,Amana
PTC15450G,Amana
PTC15A50AB,Amana
52CEC512441RP,Carrier
PTC153A35CB,Amana
52CQA309431AA,Carrier
52SQD307301CP,Carrier
AZ61H12EACW1,General Electric
